,time_left,ct_score,t_score,map,bomb_planted,ct_health,t_health,ct_armor,t_armor,ct_money,t_money,ct_helmets,t_helmets,ct_defuse_kits,ct_players_alive,t_players_alive
344,170.0,2,7,de_dust2,0,500,500,200,500,22900,6600,1,5,1,5,5
345,170.0,2,7,de_dust2,0,500,500,500,500,2850,6600,4,5,3,5,5
346,110.34,2,7,de_dust2,0,500,500,500,500,2550,6600,4,5,3,5,5
347,90.34,2,7,de_dust2,0,500,500,500,500,2550,6600,4,5,3,5,5
348,70.34,2,7,de_dust2,0,500,500,500,500,2550,6600,4,5,3,5,5
349,50.34,2,7,de_dust2,0,400,373,400,498,1850,6900,3,5,2,4,5
350,39.92,2,7,de_dust2,1,174,349,196,498,1850,7800,2,5,2,2,5
351,19.92,2,7,de_dust2,1,174,249,196,398,1950,4550,2,4,2,2,4
352,169.95,2,8,de_dust2,0,500,500,100,200,17350,25400,1,2,1,5,5
353,109.95,2,8,de_dust2,0,500,500,200,500,13700,8200,1,5,1,5,5
354,89.95,2,8,de_dust2,0,400,500,100,500,10450,8300,0,5,0,4,5
355,69.95,2,8,de_dust2,0,400,400,100,400,10550,6350,0,4,0,4,4
356,49.95,2,8,de_dust2,0,400,400,100,400,10550,6350,0,4,0,4,4
358,23.85,2,8,de_dust2,1,300,308,100,390,8350,6950,0,4,1,3,4
359,3.85,2,8,de_dust2,1,200,300,100,300,4950,5200,0,3,1,2,3
360,169.96,2,9,de_dust2,0,500,500,100,299,31100,26700,0,3,1,5,5
361,109.96,2,9,de_dust2,0,500,500,500,499,9000,13800,4,5,5,5,5
362,89.96,2,9,de_dust2,0,400,495,400,497,8950,13900,4,5,4,4,5
363,69.96,2,9,de_dust2,0,100,297,100,375,3850,11950,1,4,1,1,4
364,169.95,2,10,de_dust2,0,500,500,0,375,26300,31650,0,4,0,5,5
365,109.95,2,10,de_dust2,0,500,500,499,475,400,25700,3,5,0,5,5
366,89.95,2,10,de_dust2,0,273,120,296,180,450,16550,2,2,0,3,2
367,30.12,2,10,de_dust2,1,273,31,296,178,450,16850,2,2,0,3,2
368,10.12,2,10,de_dust2,1,273,0,296,0,1050,0,2,0,0,3,0
369,169.95,3,10,de_dust2,0,500,500,296,0,19700,37600,2,0,0,5,5
370,109.95,3,10,de_dust2,0,481,500,496,500,5050,10250,3,5,2,5,5
371,89.95,3,10,de_dust2,0,481,420,496,498,5050,10250,3,5,2,5,5
372,69.95,3,10,de_dust2,0,481,420,496,498,5050,10250,3,5,2,5,5
374,29.95,3,10,de_dust2,0,181,82,200,93,1850,3050,1,1,1,2,1
375,23.65,3,10,de_dust2,1,81,0,100,0,2000,0,0,0,1,1,0
376,169.95,4,10,de_dust2,0,500,500,100,0,24350,25250,0,0,1,5,5
377,109.95,4,10,de_dust2,0,500,500,500,500,1550,2300,5,5,4,5,5
378,89.95,4,10,de_dust2,0,500,370,500,400,1650,1950,5,4,4,5,4
379,69.95,4,10,de_dust2,0,500,370,500,400,1650,1950,5,4,4,5,4
380,32.98,4,10,de_dust2,1,139,170,200,199,1250,2650,2,2,1,2,2
381,169.95,11,4,de_dust2,0,500,500,0,0,4000,4000,0,0,0,5,5
382,170.0,11,4,de_dust2,0,500,500,0,200,3400,2000,0,0,1,5,5
383,170.0,11,4,de_dust2,0,500,500,200,300,1900,650,0,0,1,5,5
384,170.0,11,4,de_dust2,0,500,500,200,300,1900,650,0,0,1,5,5
385,170.0,11,4,de_dust2,0,500,500,200,300,1900,650,0,0,1,5,5
387,96.22,11,4,de_dust2,0,500,500,400,300,550,650,0,0,1,5,5
388,76.22,11,4,de_dust2,0,500,500,400,300,550,650,0,0,1,5,5
389,56.22,11,4,de_dust2,0,500,500,400,300,550,650,0,0,1,5,5
390,37.47,11,4,de_dust2,1,299,500,200,300,300,1550,0,0,1,3,5
391,169.95,11,5,de_dust2,0,500,500,0,184,10650,18700,0,0,0,5,5
392,109.95,11,5,de_dust2,0,500,500,400,500,300,450,3,4,0,5,5
393,89.95,11,5,de_dust2,0,400,308,300,450,300,750,3,4,0,4,5
394,69.95,11,5,de_dust2,0,200,205,200,347,100,1150,2,3,0,2,4
395,31.51,11,5,de_dust2,1,200,166,200,345,100,1450,2,3,0,2,4
396,11.51,11,5,de_dust2,1,200,166,200,345,100,1450,2,3,0,2,4
397,169.97,11,6,de_dust2,0,500,500,190,345,12600,19150,2,3,0,5,5
398,109.97,11,6,de_dust2,0,500,500,190,468,12300,8850,2,5,0,5,5
399,89.97,11,6,de_dust2,0,492,400,190,384,12600,8500,2,4,0,5,4
400,69.97,11,6,de_dust2,0,492,400,190,384,12600,8500,2,4,0,5,4
401,29.12,11,6,de_dust2,1,159,180,96,327,5250,9700,1,4,0,2,4
402,9.12,11,6,de_dust2,1,159,180,96,327,5250,9700,1,4,0,2,4
403,169.96,11,7,de_dust2,0,500,500,96,325,27100,27550,1,4,0,5,5
404,109.96,11,7,de_dust2,0,500,500,496,425,2700,16800,3,5,1,5,5
405,89.96,11,7,de_dust2,0,500,500,496,425,2700,16800,3,5,1,5,5
406,69.96,11,7,de_dust2,0,500,500,496,425,2700,16800,3,5,1,5,5
407,49.96,11,7,de_dust2,0,500,392,496,325,2800,15050,3,4,1,5,4
408,29.96,11,7,de_dust2,0,500,292,496,282,2900,10200,3,3,1,5,3
409,36.97,11,7,de_dust2,1,400,192,396,182,2650,6600,3,2,1,4,2
410,16.97,11,7,de_dust2,1,287,80,296,81,650,950,2,1,0,3,1
411,169.95,12,7,de_dust2,0,500,500,296,0,21400,28700,2,0,1,5,5
412,109.95,12,7,de_dust2,0,500,500,496,500,5300,2950,4,5,4,5,5
413,89.95,12,7,de_dust2,0,479,500,496,500,5300,2950,4,5,4,5,5
414,69.95,12,7,de_dust2,0,479,500,496,500,5300,2950,4,5,4,5,5
415,39.8,12,7,de_dust2,1,279,367,300,400,5250,2550,2,4,3,3,4
416,19.8,12,7,de_dust2,1,179,367,200,400,3650,2850,2,4,2,2,4
417,169.96,12,8,de_dust2,0,500,500,200,374,17600,21650,2,4,2,5,5
418,109.96,12,8,de_dust2,0,500,500,500,474,1200,13650,4,5,4,5,5
419,89.96,12,8,de_dust2,0,500,500,500,474,1200,13650,4,5,4,5,5
420,69.96,12,8,de_dust2,0,500,500,500,474,1200,13650,4,5,4,5,5
421,49.96,12,8,de_dust2,0,500,500,500,474,1200,13650,4,5,4,5,5
422,29.96,12,8,de_dust2,0,300,500,300,474,750,14050,3,5,3,3,5
423,39.98,12,8,de_dust2,1,100,400,100,373,350,11750,1,4,1,1,4
424,169.95,12,9,de_dust2,0,500,500,0,368,16000,31300,0,4,0,5,5
425,109.95,12,9,de_dust2,0,500,500,200,468,12200,23200,0,5,0,5,5
426,89.95,12,9,de_dust2,0,500,500,200,468,12200,23200,0,5,0,5,5
427,69.95,12,9,de_dust2,0,500,500,200,468,12200,23200,0,5,0,5,5
428,49.95,12,9,de_dust2,0,318,400,198,368,9850,18200,0,4,0,4,4
429,29.95,12,9,de_dust2,0,99,207,0,260,2650,17650,0,3,0,1,3
430,169.95,12,10,de_dust2,0,500,500,0,260,29800,41250,0,3,0,5,5
431,170.0,12,10,de_dust2,0,500,500,200,460,14300,28650,1,5,1,5,5
432,166.98,12,10,de_dust2,0,500,500,500,460,2150,28650,1,5,2,5,5
433,106.98,12,10,de_dust2,0,500,500,500,460,850,28350,1,5,2,5,5
434,86.98,12,10,de_dust2,0,500,381,500,358,1150,21300,1,4,2,5,4
435,66.98,12,10,de_dust2,0,243,234,300,279,1050,17350,0,3,2,3,3
436,46.98,12,10,de_dust2,0,242,234,300,279,1050,17350,0,3,2,3,3
437,169.95,12,11,de_dust2,0,500,500,0,274,18450,46000,0,3,0,5,5
438,109.95,12,11,de_dust2,0,500,500,300,494,11650,31750,1,5,0,5,5
440,69.95,12,11,de_dust2,0,400,461,200,494,9650,32050,1,5,0,4,5
441,49.95,12,11,de_dust2,0,400,461,200,494,9650,32050,1,5,0,4,5
443,109.96,12,12,de_dust2,0,500,500,500,496,1100,37100,1,5,2,5,5
444,89.96,12,12,de_dust2,0,500,500,500,496,1100,37100,1,5,2,5,5
445,69.96,12,12,de_dust2,0,500,447,500,496,1100,37100,1,5,2,5,5
446,49.96,12,12,de_dust2,0,500,398,500,478,1100,37100,1,5,2,5,5
447,29.96,12,12,de_dust2,0,500,298,500,382,1400,31700,1,4,2,5,4
448,36.29,12,12,de_dust2,1,446,200,490,200,2000,13400,1,2,2,5,2
449,16.29,12,12,de_dust2,1,311,23,400,99,1450,9550,1,1,2,4,1
450,169.95,13,12,de_dust2,0,500,500,400,0,20400,48500,1,0,2,5,5
452,89.95,13,12,de_dust2,0,500,465,500,500,8050,21550,3,5,4,5,5
453,69.95,13,12,de_dust2,0,500,459,500,497,8050,21550,3,5,4,5,5
454,49.95,13,12,de_dust2,0,500,420,500,481,8050,21550,3,5,4,5,5
455,29.95,13,12,de_dust2,0,200,100,200,100,4300,4650,1,1,1,2,1
456,9.95,13,12,de_dust2,0,100,86,100,100,1750,4950,1,1,1,1,1
457,169.95,13,13,de_dust2,0,500,500,0,93,23750,39300,0,1,0,5,5
458,170.0,13,13,de_dust2,0,500,500,100,293,15050,28000,0,3,0,5,5
460,102.77,13,13,de_dust2,0,500,500,500,493,600,18100,0,5,0,5,5
461,82.77,13,13,de_dust2,0,500,500,500,493,600,18100,0,5,0,5,5
462,62.77,13,13,de_dust2,0,500,500,500,493,600,18100,0,5,0,5,5
463,42.77,13,13,de_dust2,0,471,246,500,274,800,13850,0,3,0,5,3
464,169.95,14,13,de_dust2,0,500,500,400,0,17550,25200,0,0,0,5,5
466,89.95,14,13,de_dust2,0,500,499,500,500,5150,1650,3,5,4,5,5
467,69.95,14,13,de_dust2,0,442,238,500,277,5750,900,3,3,4,5,3
468,49.96,14,13,de_dust2,0,400,136,400,180,5100,1000,3,2,4,4,2
469,169.95,15,13,de_dust2,0,500,500,400,0,22700,11450,3,0,4,5,5
470,170.0,15,13,de_dust2,0,500,500,500,0,11850,11450,5,0,5,5,5
471,160.5,15,13,de_dust2,0,500,500,500,400,11850,2750,5,4,5,5,5
472,100.5,15,13,de_dust2,0,500,400,500,400,11750,150,5,4,5,5,4
473,80.5,15,13,de_dust2,0,453,300,498,299,12050,150,5,3,5,5,3
474,60.5,15,13,de_dust2,0,453,200,498,200,12150,50,5,2,5,5,2
475,175.0,0,0,de_nuke,0,500,500,0,0,4000,4000,0,0,0,5,5
476,157.78,0,0,de_nuke,0,500,500,400,400,1400,700,0,0,0,5,5
477,97.78,0,0,de_nuke,0,486,382,391,300,1000,550,0,0,1,5,4
478,77.78,0,0,de_nuke,0,200,334,200,273,300,1450,0,0,0,2,4
479,174.96,0,1,de_nuke,0,500,500,0,176,10800,18750,0,0,0,5,5
480,114.96,0,1,de_nuke,0,500,500,400,500,2050,750,1,5,0,5,5
481,94.96,0,1,de_nuke,0,400,330,299,382,1000,550,0,4,0,4,4
482,74.96,0,1,de_nuke,0,100,53,99,178,300,1300,0,2,0,1,2
483,20.66,0,1,de_nuke,1,100,21,99,167,300,1600,0,2,0,1,2
484,0.66,0,1,de_nuke,1,100,5,99,96,600,950,0,1,0,1,1
485,174.95,0,2,de_nuke,0,500,500,98,95,14250,20350,0,1,0,5,5
486,114.95,0,2,de_nuke,0,500,500,198,495,10500,3900,0,5,0,5,5
487,94.95,0,2,de_nuke,0,500,412,298,486,9850,3900,0,5,0,5,5
488,74.95,0,2,de_nuke,0,500,342,298,479,9850,3900,0,5,0,5,5
489,54.95,0,2,de_nuke,0,381,130,298,188,8350,2650,0,2,0,4,2
490,34.95,0,2,de_nuke,0,281,100,200,100,5550,2000,0,1,0,3,1
491,174.95,1,2,de_nuke,0,500,500,200,0,27400,11500,0,0,0,5,5
492,114.95,1,2,de_nuke,0,500,500,500,500,12850,300,5,2,3,5,5
493,94.95,1,2,de_nuke,0,300,260,300,425,10400,700,3,2,2,3,5
494,23.01,1,2,de_nuke,1,173,259,196,364,7250,900,2,1,2,2,4
495,3.01,1,2,de_nuke,1,100,172,100,276,4300,1400,1,1,1,1,3
496,174.96,1,3,de_nuke,0,500,500,95,268,22750,19400,1,1,1,5,5
497,175.0,1,3,de_nuke,0,500,500,295,489,8750,13600,2,4,1,5,5
498,169.73,1,3,de_nuke,0,500,500,495,491,1600,8500,3,5,1,5,5
499,109.73,1,3,de_nuke,0,500,500,495,491,1000,5800,3,5,2,5,5
500,89.73,1,3,de_nuke,0,406,100,481,100,2200,1800,3,1,2,5,1
501,174.96,2,3,de_nuke,0,500,500,481,0,18750,12800,3,0,2,5,5
502,114.96,2,3,de_nuke,0,500,500,481,0,15100,12000,4,0,3,5,5
503,94.96,2,3,de_nuke,0,500,209,481,0,15300,7050,4,0,3,5,3
504,174.96,3,3,de_nuke,0,500,500,481,0,32450,21500,4,0,3,5,5
505,114.96,3,3,de_nuke,0,500,500,481,500,28650,1000,4,5,3,5,5
506,94.96,3,3,de_nuke,0,500,500,481,500,28650,1000,4,5,3,5,5
507,74.96,3,3,de_nuke,0,500,500,481,500,28650,1000,4,5,3,5,5
508,54.96,3,3,de_nuke,0,500,500,481,500,28650,1000,4,5,3,5,5
509,34.96,3,3,de_nuke,0,266,324,285,388,19200,1150,2,4,3,3,4
510,26.72,3,3,de_nuke,1,50,139,87,288,8050,1100,1,3,1,1,3
511,174.95,3,4,de_nuke,0,500,500,0,288,36050,19050,0,3,0,5,5
512,114.95,3,4,de_nuke,0,500,500,500,488,7450,7450,2,5,3,5,5
513,94.95,3,4,de_nuke,0,500,385,500,381,7550,5350,2,4,3,5,4
514,174.95,4,4,de_nuke,0,500,500,300,0,24800,15050,1,0,3,5,5
515,114.95,4,4,de_nuke,0,500,500,500,0,11250,14350,4,0,4,5,5
516,94.95,4,4,de_nuke,0,500,400,500,0,11350,11350,4,0,4,5,4
517,74.95,4,4,de_nuke,0,500,295,500,0,11450,7850,4,0,4,5,3
518,174.96,5,4,de_nuke,0,500,500,500,0,28600,23850,4,0,4,5,5
519,114.96,5,4,de_nuke,0,500,500,500,500,24650,850,5,4,4,5,5
520,94.96,5,4,de_nuke,0,500,500,500,500,24650,850,5,4,4,5,5
521,74.96,5,4,de_nuke,0,300,274,300,290,17500,1400,3,3,3,3,3
522,174.95,6,4,de_nuke,0,500,500,200,0,42200,13750,2,0,2,5,5
523,114.95,6,4,de_nuke,0,500,500,500,100,24400,11400,5,0,4,5,5
524,94.95,6,4,de_nuke,0,360,392,387,100,21100,8800,4,0,3,4,4
525,174.95,7,4,de_nuke,0,500,500,288,0,42150,26000,3,0,2,5,5
526,175.0,7,4,de_nuke,0,500,500,288,200,39350,18300,3,2,3,5,5
527,168.85,7,4,de_nuke,0,500,500,288,400,36250,7100,3,4,3,5,5
528,108.85,7,4,de_nuke,0,500,500,488,400,26750,1850,4,4,4,5,5
529,88.85,7,4,de_nuke,0,500,500,488,399,26750,1850,4,4,4,5,5
530,68.85,7,4,de_nuke,0,300,351,288,288,18600,2150,2,3,2,3,4
531,48.85,7,4,de_nuke,0,273,251,284,189,18900,1500,2,2,2,3,3
532,24.14,7,4,de_nuke,1,200,251,200,189,11650,1900,1,2,1,2,3
533,4.14,7,4,de_nuke,1,196,251,200,189,11650,1900,1,2,1,2,3
534,174.96,7,5,de_nuke,0,500,500,144,186,34350,20150,1,2,1,5,5
535,114.96,7,5,de_nuke,0,500,500,444,486,16250,6950,4,5,2,5,5
536,94.96,7,5,de_nuke,0,500,452,444,469,16250,6950,4,5,2,5,5
537,74.96,7,5,de_nuke,0,400,152,393,169,13000,1950,3,2,1,4,2
538,54.96,7,5,de_nuke,0,300,152,300,169,9200,2250,3,2,1,3,2
539,29.54,7,5,de_nuke,1,73,56,95,150,3150,3150,1,2,0,1,2
540,174.95,7,6,de_nuke,0,500,500,0,145,26650,25000,0,2,0,5,5
541,114.95,7,6,de_nuke,0,500,500,500,445,500,8300,1,5,2,5,5
542,94.95,7,6,de_nuke,0,500,500,500,445,500,8300,1,5,2,5,5
544,54.95,7,6,de_nuke,0,400,335,400,328,450,8300,1,4,2,4,4
545,174.95,8,6,de_nuke,0,500,500,285,0,17850,18400,1,0,2,5,5
546,114.95,8,6,de_nuke,0,500,500,485,500,2900,500,4,5,5,5,5
548,74.95,8,6,de_nuke,0,500,400,484,400,3200,400,4,4,5,5,4
549,54.95,8,6,de_nuke,0,500,400,484,400,3200,400,4,4,5,5,4
550,34.95,8,6,de_nuke,0,500,400,484,400,3200,400,4,4,5,5,4
551,26.88,8,6,de_nuke,1,142,29,200,84,3100,1200,2,1,2,2,1
552,175.0,6,9,de_nuke,0,500,500,0,0,4000,4000,0,0,0,5,5
553,156.56,6,9,de_nuke,0,500,500,200,0,2700,4000,0,0,0,5,5
554,96.56,6,9,de_nuke,0,500,400,400,300,700,550,0,0,0,5,4
555,76.56,6,9,de_nuke,0,276,191,285,100,1050,550,0,0,0,3,2
556,33.3,6,9,de_nuke,1,243,0,278,0,1650,0,0,0,0,3,0
557,174.95,7,9,de_nuke,0,500,500,278,0,19700,14950,0,0,0,5,5
558,114.95,7,9,de_nuke,0,500,500,500,100,1150,8850,5,1,0,5,5
559,94.95,7,9,de_nuke,0,500,494,500,99,450,8850,5,1,1,5,5
560,74.95,7,9,de_nuke,0,500,413,500,99,450,8850,5,1,1,5,5
561,54.95,7,9,de_nuke,0,455,294,500,99,1650,6750,5,1,1,5,3
562,34.95,7,9,de_nuke,0,455,294,500,99,1650,6750,5,1,1,5,3
563,174.95,8,9,de_nuke,0,500,500,398,0,18800,21150,4,0,1,5,5
564,114.95,8,9,de_nuke,0,500,500,498,500,9300,450,5,5,3,5,5
565,94.95,8,9,de_nuke,0,471,500,490,500,9300,450,5,5,3,5,5
566,74.95,8,9,de_nuke,0,471,500,490,500,9300,450,5,5,3,5,5
567,54.95,8,9,de_nuke,0,458,239,490,385,9600,300,5,4,3,5,4
568,29.34,8,9,de_nuke,1,376,0,476,0,10900,0,5,0,3,5,0
569,174.95,9,9,de_nuke,0,500,500,476,0,28700,19250,5,0,3,5,5
570,175.0,9,9,de_nuke,0,500,500,476,0,24500,19250,5,0,3,5,5
571,169.71,9,9,de_nuke,0,500,500,476,200,24500,16100,5,1,3,5,5
572,109.71,9,9,de_nuke,0,500,500,476,500,23100,10200,5,2,3,5,5
573,89.71,9,9,de_nuke,0,400,300,390,299,17850,6800,4,1,2,4,3
574,69.71,9,9,de_nuke,0,400,172,390,200,18150,4350,4,1,2,4,2
575,49.71,9,9,de_nuke,0,400,172,390,200,18150,4350,4,1,2,4,2
576,29.71,9,9,de_nuke,0,400,100,390,100,18450,2800,4,0,2,4,1
578,174.95,10,9,de_nuke,0,500,500,388,0,42400,31600,4,0,3,5,5
579,114.95,10,9,de_nuke,0,500,500,488,500,31550,6300,5,5,4,5,5
580,94.95,10,9,de_nuke,0,481,500,488,500,31550,6300,5,5,4,5,5
581,74.95,10,9,de_nuke,0,481,500,488,500,31550,6300,5,5,4,5,5
582,54.95,10,9,de_nuke,0,381,398,390,491,25700,6600,4,5,3,4,5
583,34.95,10,9,de_nuke,0,125,298,200,391,11900,6150,2,4,1,2,4
584,174.95,10,10,de_nuke,0,500,500,0,391,38850,24350,0,4,0,5,5
585,114.95,10,10,de_nuke,0,500,500,500,491,8550,15550,4,5,4,5,5
586,94.95,10,10,de_nuke,0,498,400,497,391,8650,13350,4,4,4,5,4
587,74.95,10,10,de_nuke,0,498,363,497,376,8650,13350,4,4,4,5,4
588,54.95,10,10,de_nuke,0,470,338,497,371,8650,13350,4,4,4,5,4
589,34.95,10,10,de_nuke,0,205,113,297,180,5300,9950,2,2,2,3,2
590,174.95,11,10,de_nuke,0,500,500,197,0,26100,30950,1,0,1,5,5
591,114.95,11,10,de_nuke,0,500,500,497,500,6000,4100,4,5,5,5,5
592,94.95,11,10,de_nuke,0,432,449,485,487,6000,4100,4,5,5,5,5
593,74.95,11,10,de_nuke,0,300,449,297,487,5300,4700,2,5,3,3,5
594,54.95,11,10,de_nuke,0,200,449,197,487,4000,4800,1,5,2,2,5
595,39.98,11,10,de_nuke,1,200,449,197,487,4000,5100,1,5,2,2,5
596,19.98,11,10,de_nuke,1,200,449,197,487,4000,5100,1,5,2,2,5
597,174.95,11,11,de_nuke,0,500,500,177,458,13000,22600,1,5,2,5,5
598,175.0,11,11,de_nuke,0,500,500,277,458,10600,19600,2,5,2,5,5
599,170.72,11,11,de_nuke,0,500,500,377,458,4350,18800,3,5,2,5,5
600,110.72,11,11,de_nuke,0,500,500,477,458,650,18200,3,5,2,5,5
601,90.72,11,11,de_nuke,0,400,500,377,458,650,18300,2,5,2,4,5
602,70.72,11,11,de_nuke,0,100,434,83,443,300,19200,0,5,1,1,5
603,174.95,11,12,de_nuke,0,500,500,0,443,10150,36050,0,5,0,5,5
604,114.95,11,12,de_nuke,0,500,500,0,443,10150,34350,0,5,0,5,5
605,94.95,11,12,de_nuke,0,223,400,0,349,6350,25600,0,4,0,3,4
606,26.94,11,12,de_nuke,1,30,200,0,170,2550,12850,0,2,0,1,2
608,114.95,11,13,de_nuke,0,500,500,500,470,150,35300,1,5,0,5,5
609,94.95,11,13,de_nuke,0,363,453,400,454,100,35600,1,5,0,4,5
610,74.95,11,13,de_nuke,0,249,191,400,181,1000,13550,1,2,0,4,2
611,54.95,11,13,de_nuke,0,244,96,400,98,1300,4650,1,1,0,4,1
612,34.95,11,13,de_nuke,0,226,38,300,98,1000,4950,0,1,0,3,1
613,174.95,12,13,de_nuke,0,500,500,300,0,17900,42900,0,0,0,5,5
614,114.95,12,13,de_nuke,0,500,500,500,500,4000,18200,2,5,3,5,5
616,38.5,12,13,de_nuke,1,242,292,300,296,1600,12150,0,3,1,3,3
617,174.95,12,14,de_nuke,0,500,500,0,199,14400,36250,0,2,0,5,5
618,114.95,12,14,de_nuke,0,500,500,0,499,13300,19250,0,5,0,5,5
619,94.95,12,14,de_nuke,0,493,500,0,499,13300,19250,0,5,0,5,5
620,39.4,12,14,de_nuke,1,400,420,0,459,10650,19850,0,5,0,4,5
621,19.4,12,14,de_nuke,1,395,420,0,459,10650,19850,0,5,0,4,5
622,174.95,12,15,de_nuke,0,500,500,0,443,25300,37300,0,5,0,5,5
623,175.0,12,15,de_nuke,0,500,500,400,491,4700,33550,1,5,0,5,5
625,110.08,12,15,de_nuke,0,500,500,500,491,250,32350,1,5,1,5,5
626,90.08,12,15,de_nuke,0,300,278,300,286,500,21400,1,3,0,3,3
627,36.43,12,15,de_nuke,1,100,178,100,187,100,15100,0,2,0,1,2
628,174.92,0,0,de_inferno,0,500,500,0,0,4000,4000,0,0,0,5,5
629,114.92,0,0,de_inferno,0,500,500,300,300,450,500,0,0,1,5,5
630,94.92,0,0,de_inferno,0,500,500,300,300,450,500,0,0,1,5,5
631,74.92,0,0,de_inferno,0,500,400,300,200,550,350,0,0,1,5,4
632,174.95,1,0,de_inferno,0,500,500,298,0,18000,10000,0,0,1,5,5
633,114.95,1,0,de_inferno,0,500,500,500,0,1500,10000,5,0,3,5,5
634,94.95,1,0,de_inferno,0,500,497,500,0,1500,10000,5,0,3,5,5
635,74.95,1,0,de_inferno,0,500,497,500,0,1500,10000,5,0,3,5,5
636,54.95,1,0,de_inferno,0,500,497,500,0,1500,10000,5,0,3,5,5
637,174.95,2,0,de_inferno,0,500,500,374,0,19850,22300,4,0,3,5,5
638,114.95,2,0,de_inferno,0,500,500,474,500,10700,200,4,5,4,5,5
639,94.95,2,0,de_inferno,0,500,500,474,500,10700,200,4,5,4,5,5
640,74.95,2,0,de_inferno,0,500,479,474,492,10700,200,4,5,4,5,5
641,54.95,2,0,de_inferno,0,375,381,365,393,8050,100,3,4,3,4,4
642,34.95,2,0,de_inferno,0,375,381,365,393,8050,100,3,4,3,4,4
643,14.95,2,0,de_inferno,0,348,257,361,284,8350,100,3,3,3,4,3
644,174.95,3,0,de_inferno,0,500,500,183,0,28450,12700,2,0,2,5,5
645,114.95,3,0,de_inferno,0,500,500,483,0,9050,11300,5,0,3,5,5
646,94.95,3,0,de_inferno,0,500,500,483,300,9050,8150,5,0,3,5,5
647,74.95,3,0,de_inferno,0,500,500,483,300,9050,8150,5,0,3,5,5
648,54.95,3,0,de_inferno,0,478,486,482,295,9050,8150,5,0,3,5,5
649,34.95,3,0,de_inferno,0,478,486,482,295,9050,8150,5,0,3,5,5
650,174.95,4,0,de_inferno,0,500,500,379,0,26800,25450,4,0,3,5,5
651,114.95,4,0,de_inferno,0,500,500,479,500,15750,1450,5,5,4,5,5
652,94.95,4,0,de_inferno,0,500,500,479,500,15750,1450,5,5,4,5,5
653,74.95,4,0,de_inferno,0,500,498,479,497,15750,1450,5,5,4,5,5
654,54.95,4,0,de_inferno,0,400,498,379,497,13700,1750,4,5,3,4,5
655,34.95,4,0,de_inferno,0,400,452,379,480,13700,1750,4,5,3,4,5
656,14.95,4,0,de_inferno,0,300,398,279,472,11250,2050,3,5,3,3,5
657,22.06,4,0,de_inferno,1,300,398,279,472,11250,2350,3,5,3,3,5
658,2.06,4,0,de_inferno,1,300,398,279,472,11250,2350,3,5,3,3,5
659,174.95,4,1,de_inferno,0,500,500,279,437,22750,19850,3,5,3,5,5
660,175.0,4,1,de_inferno,0,500,500,279,437,14850,15150,3,5,3,5,5
661,171.39,4,1,de_inferno,0,500,500,379,437,11000,15150,3,5,4,5,5
662,111.39,4,1,de_inferno,0,500,500,479,437,9100,14550,4,5,4,5,5
663,91.39,4,1,de_inferno,0,493,500,478,437,9100,14550,4,5,4,5,5
664,71.39,4,1,de_inferno,0,323,184,378,227,8550,9050,3,3,3,4,3
665,32.17,4,1,de_inferno,1,94,92,83,207,1650,10250,1,3,1,1,3
666,12.17,4,1,de_inferno,1,94,92,83,207,1650,10250,1,3,1,1,3
667,174.95,4,2,de_inferno,0,500,500,83,200,19200,33550,1,3,1,5,5
668,114.95,4,2,de_inferno,0,500,500,183,438,15250,21000,1,5,1,5,5
669,94.95,4,2,de_inferno,0,456,356,266,323,14700,19350,1,4,1,5,4
670,74.95,4,2,de_inferno,0,456,356,266,323,14700,19350,1,4,1,5,4
671,54.95,4,2,de_inferno,0,456,356,266,323,14700,19350,1,4,1,5,4
672,34.95,4,2,de_inferno,0,456,356,266,323,14700,19350,1,4,1,5,4
673,14.95,4,2,de_inferno,0,356,85,166,136,12900,12050,1,2,1,4,2
674,174.95,5,2,de_inferno,0,500,500,66,86,31650,31200,1,1,1,5,5
675,114.95,5,2,de_inferno,0,500,500,466,486,10800,9350,4,5,4,5,5
676,94.95,5,2,de_inferno,0,436,400,466,386,10900,7500,4,4,4,5,4
677,74.95,5,2,de_inferno,0,436,400,466,386,10900,7500,4,4,4,5,4
678,54.95,5,2,de_inferno,0,436,400,466,386,10900,7500,4,4,4,5,4
679,34.95,5,2,de_inferno,0,300,169,300,195,4050,4400,2,2,2,3,2
680,14.95,5,2,de_inferno,0,272,100,300,100,4350,250,2,1,2,3,1
681,174.95,6,2,de_inferno,0,500,500,300,0,28150,24450,2,0,2,5,5
682,175.0,6,2,de_inferno,0,500,500,400,0,19850,24450,3,0,2,5,5
683,166.62,6,2,de_inferno,0,500,500,400,100,16000,23450,4,1,3,5,5
684,106.62,6,2,de_inferno,0,500,500,500,500,13200,8500,5,4,4,5,5
685,86.62,6,2,de_inferno,0,500,500,500,500,13200,8500,5,4,4,5,5
686,66.62,6,2,de_inferno,0,500,500,500,500,13200,8500,5,4,4,5,5
687,39.12,6,2,de_inferno,1,184,242,197,358,5850,9250,2,3,1,2,4
688,19.12,6,2,de_inferno,1,184,242,197,358,5850,9250,2,3,1,2,4
689,174.95,6,3,de_inferno,0,500,500,197,313,20500,27200,2,3,1,5,5
690,114.95,6,3,de_inferno,0,500,500,497,434,3700,19800,3,5,3,5,5
